,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse,newConstructionType,unit,listingSubType.is_newHome,listingSubType.is_FSBO,listingSubType.is_accepting_backup_offers
1039,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1044,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1045,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1050,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1055,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1056,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1062,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1065,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1068,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1069,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1073,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1074,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1077,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1078,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
1079,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1084,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1085,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1090,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1095,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1096,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1102,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1105,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1108,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1109,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1113,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1114,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1117,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1118,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
1119,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1124,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1125,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1130,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1135,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1136,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1142,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1145,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1148,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1149,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1153,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1154,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1157,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1158,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
1159,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1164,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1165,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1170,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1175,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1176,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1182,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1185,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1188,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1189,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1193,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1194,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1197,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1198,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
1199,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1204,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1205,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1210,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1215,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1216,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1222,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1225,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1228,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1229,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1233,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1234,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1237,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1238,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
1239,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1244,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1245,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1250,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1255,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1256,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1262,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1265,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
